date,wavp,adjp,open,high,low,close,chng,lt_vol,n_trades,vol_rub,vol_contr,oi_rub,oi_contr
2016-12-05,,299.0,,,,,,,,,,,
2016-12-06,,164.0,,,,,,,,,,,
2016-12-07,,184.0,,,,,,,,,,,
2016-12-08,,199.0,,,,,,,,,,,
2016-12-09,,177.0,,,,,,,,,,,
2016-12-12,,344.0,,,,,,,,,,,
2016-12-13,,378.0,,,,,,,,,,,
2016-12-14,,385.0,,,,,,,,,,,
2016-12-15,,417.0,,,,,,,,,,,
2016-12-16,,309.0,,,,,,,,,,,
2016-12-19,,257.0,,,,,,,,,,,
2016-12-20,,222.0,,,,,,,,,,,
2016-12-21,,201.0,,,,,,,,,,,
2016-12-22,,162.0,,,,,,,,,,,
2016-12-23,,96.0,,,,,,,,,,,
2016-12-26,,94.0,,,,,,,,,,,
2016-12-27,,109.0,,,,,,,,,,,
2016-12-28,,109.0,,,,,,,,,,,
2016-12-29,,131.0,,,,,,,,,,,
2016-12-30,,153.0,,,,,,,,,,,
2017-01-03,,236.0,,,,,,,,,,,
2017-01-04,,238.0,,,,,,,,,,,
2017-01-05,,181.0,,,,,,,,,,,
2017-01-06,,149.0,,,,,,,,,,,
2017-01-09,,154.0,,,,,,,,,,,
2017-01-10,,198.0,,,,,,,,,,,
2017-01-11,,182.0,,,,,,,,,,,
2017-01-12,,184.0,,,,,,,,,,,
2017-01-13,,196.0,,,,,,,,,,,
2017-01-16,,173.0,,,,,,,,,,,
2017-01-17,,144.0,,,,,,,,,,,
2017-01-18,,98.0,,,,,,,,,,,
2017-01-19,,68.0,,,,,,,,,,,
2017-01-20,,66.0,,,,,,,,,,,
2017-01-23,,39.0,,,,,,,,,,,
2017-01-24,,33.0,,,,,,,,,,,
2017-01-25,,31.0,,,,,,,,,,,
2017-01-26,,29.0,,,,,,,,,,,
2017-01-27,,50.0,,,,,,,,,,,
2017-01-30,20.0,37.0,20.0,20.0,20.0,20.0,,2.0,1.0,34500.0,2.0,69000.0,4.0
2017-01-31,,33.0,,,,,,,,,,69000.0,4.0
2017-02-01,,34.0,,,,,,,,,,69000.0,4.0
2017-02-02,,26.0,,,,,,,,,,69000.0,4.0
2017-02-03,,22.0,,,,,,,,,,69000.0,4.0
2017-02-06,,22.0,,,,,,,,,,69000.0,4.0
2017-02-07,,18.0,,,,,,,,,,69000.0,4.0
2017-02-08,,15.0,,,,,,,,,,69000.0,4.0
2017-02-09,,10.0,,,,,,,,,,69000.0,4.0
2017-02-10,,11.0,,,,,,,,,,69000.0,4.0
2017-02-13,,12.0,,,,,,,,,,69000.0,4.0
2017-02-14,,13.0,,,,,,,,,,69000.0,4.0
2017-02-15,,11.0,,,,,,,,,,69000.0,4.0
2017-02-16,,10.0,,,,,,,,,,69000.0,4.0
2017-02-17,,9.0,,,,,,,,,,69000.0,4.0
2017-02-20,,9.0,,,,,,,,,,69000.0,4.0
2017-02-21,,9.0,,,,,,,,,,69000.0,4.0
2017-02-22,,9.0,,,,,,,,,,69000.0,4.0
2017-02-24,,6.0,,,,,,,,,,69000.0,4.0
2017-02-27,,6.0,,,,,,,,,,69000.0,4.0
2017-02-28,,5.0,,,,,,,,,,69000.0,4.0
2017-03-01,,5.0,,,,,,,,,,69000.0,4.0
2017-03-02,,5.0,,,,,,,,,,69000.0,4.0
2017-03-03,,6.0,,,,,,,,,,69000.0,4.0
2017-03-06,,7.0,,,,,,,,,,69000.0,4.0
2017-03-07,,3.0,,,,,,,,,,69000.0,4.0
2017-03-09,,1.0,,,,,,,,,,69000.0,4.0
2017-03-10,,1.0,,,,,,,,,,69000.0,4.0
2017-03-13,,1.0,,,,,,,,,,69000.0,4.0
2017-03-14,,1.0,,,,,,,,,,69000.0,4.0
2017-03-15,,,,,,,,,,,,,
2017-03-16,,,,,,,,,,,,,
