date,wavp,adjp,open,high,low,close,chng,lt_vol,n_trades,vol_rub,vol_contr,oi_rub,oi_contr
2016-12-09,,889,,,,,,,,,,,
2016-12-12,,820,,,,,,,,,,,
2016-12-13,,869,,,,,,,,,,,
2016-12-14,,810,,,,,,,,,,,
2016-12-15,,850,,,,,,,,,,,
2016-12-16,,981,,,,,,,,,,,
2016-12-19,,803,,,,,,,,,,,
2016-12-20,,752,,,,,,,,,,,
2016-12-21,,749,,,,,,,,,,,
2016-12-22,,881,,,,,,,,,,,
2016-12-23,,893,,,,,,,,,,,
2016-12-26,,829,,,,,,,,,,,
2016-12-27,,876,,,,,,,,,,,
2016-12-28,,895,,,,,,,,,,,
2016-12-29,,806,,,,,,,,,,,
2016-12-30,,808,,,,,,,,,,,
2017-01-03,,576,,,,,,,,,,,
2017-01-04,,737,,,,,,,,,,,
2017-01-05,,838,,,,,,,,,,,
2017-01-06,,868,,,,,,,,,,,
2017-01-09,,979,,,,,,,,,,,
2017-01-10,,276,,,,,,,,,,,
2017-01-11,,378,,,,,,,,,,,
2017-01-12,,402,,,,,,,,,,,
2017-01-13,,559,,,,,,,,,,,
2017-01-16,,579,,,,,,,,,,,
2017-01-17,,510,,,,,,,,,,,
2017-01-18,,523,,,,,,,,,,,
2017-01-19,,533,,,,,,,,,,,
2017-01-20,,441,,,,,,,,,,,
2017-01-23,,435,,,,,,,,,,,
2017-01-24,,306,,,,,,,,,,,
2017-01-25,,271,,,,,,,,,,,
2017-01-26,,376,,,,,,,,,,,
2017-01-27,,241,,,,,,,,,,,
2017-01-30,,457,,,,,,,,,,,
2017-01-31,,657,,,,,,,,,,,
2017-02-01,,611,,,,,,,,,,,
2017-02-02,,871,,,,,,,,,,,
2017-02-03,,883,,,,,,,,,,,
2017-02-06,,956,,,,,,,,,,,
2017-02-07,,937,,,,,,,,,,,
2017-02-08,,1041,,,,,,,,,,,
2017-02-09,,1148,,,,,,,,,,,
2017-02-10,,1241,,,,,,,,,,,
2017-02-13,,1277,,,,,,,,,,,
2017-02-14,,1245,,,,,,,,,,,
2017-02-15,,1122,,,,,,,,,,,
2017-02-16,,1120,,,,,,,,,,,
2017-02-17,,1134,,,,,,,,,,,
2017-02-20,,1095,,,,,,,,,,,
